date,diff_km
2020-09-17,-23921.0
2020-09-18,-25846.0
2020-09-19,-25976.0
2020-09-20,-24375.0
2020-09-21,-21293.0
2020-09-22,-17106.0
2020-09-23,-12239.0
2020-09-24,-7096.0
2020-09-25,-2016.0
2020-09-26,2753.0
2020-09-27,7055.0
2020-09-28,10807.0
2020-09-29,13984.0
2020-09-30,16585.0
2020-10-01,18614.0
2020-10-02,20062.0
2020-10-03,20894.0
2020-10-04,21046.0
2020-10-05,20434.0
2020-10-06,18966.0
2020-10-07,16562.0
2020-10-08,13177.0
2020-10-09,8829.0
2020-10-10,3620.0
2020-10-11,-2245.0
2020-10-12,-8446.0
2020-10-13,-14559.0
2020-10-14,-20084.0
2020-10-15,-24502.0
2020-10-16,-27352.0
2020-10-17,-28319.0
2020-10-18,-27301.0
2020-10-19,-24430.0
2020-10-20,-20042.0
2020-10-21,-14602.0
2020-10-22,-8622.0
2020-10-23,-2580.0
2020-10-24,3128.0
2020-10-25,8212.0
2020-10-26,12496.0
2020-10-27,15897.0
2020-10-28,18410.0
2020-10-29,20078.0
2020-10-30,20969.0
2020-10-31,21152.0
2020-11-01,20680.0
2020-11-02,19578.0
2020-11-03,17842.0
2020-11-04,15448.0
2020-11-05,12364.0
2020-11-06,8574.0
2020-11-07,4103.0
2020-11-08,-956.0
2020-11-09,-6422.0
2020-11-10,-12008.0
2020-11-11,-17331.0
2020-11-12,-21936.0
2020-11-13,-25354.0
2020-11-14,-27177.0
2020-11-15,-27144.0
2020-11-16,-25198.0
2020-11-17,-21511.0
2020-11-18,-16448.0
2020-11-19,-10498.0
2020-11-20,-4190.0
2020-11-21,1980.0
2020-11-22,7598.0
2020-11-23,12364.0
2020-11-24,16090.0
2020-11-25,18699.0
2020-11-26,20204.0
2020-11-27,20687.0
2020-11-28,20274.0
2020-11-29,19110.0
2020-11-30,17337.0
2020-12-01,15075.0
2020-12-02,12409.0
2020-12-03,9393.0
2020-12-04,6048.0
2020-12-05,2388.0
2020-12-06,-1562.0
2020-12-07,-5739.0
2020-12-08,-10013.0
2020-12-09,-14177.0
2020-12-10,-17945.0
2020-12-11,-20975.0
2020-12-12,-22914.0
2020-12-13,-23458.0
2020-12-14,-22428.0
2020-12-15,-19810.0
2020-12-16,-15778.0
2020-12-17,-10666.0
2020-12-18,-4918.0
2020-12-19,984.0
2020-12-20,6578.0
2020-12-21,11470.0
2020-12-22,15366.0
2020-12-23,18079.0
2020-12-24,19535.0
2020-12-25,19759.0
2020-12-26,18861.0
2020-12-27,17018.0
2020-12-28,14446.0
2020-12-29,11379.0
